corpus,date,entity_id,sector,mentions,day_total,sov,sov_sector,open,close,ret_same,ret_d1,ret_fwd5,ret_fwd10,vol_fwd5,vol_pre10,base,abn,sov_base,abn_sov,spike,silent,ret_same_sx,ret_fwd5_sx,ret_fwd10_sx,absret_same,absret_fwd5,absret_same_sx,ent,dt
digest,2026-07-14,lloyds_metals,mining,0,35,0.0,0.0,1824.0,1825.5,0.000822368421052655,0.022240468685805315,0.0607504926946385,0.0841413177682484,0.22605283507734644,0.24535651808705533,0.3,-0.3,0.01213744588744588,-0.01213744588744588,0.0,1.0,-0.001015670988134737,0.04789669668496374,0.08753349015004369,0.000822368421052655,0.0607504926946385,0.001015670988134737,lloyds_metals,2026-07-14
digest,2026-07-15,lloyds_metals,mining,0,17,0.0,0.0,1831.9000244140625,1866.0999755859375,0.018669114425506894,-0.012110806431387067,0.0030008979471634056,0.09924445402987403,0.3674434362976681,0.2662070979505028,0.3,-0.3,0.01213744588744588,-0.01213744588744588,0.0,1.0,0.01748025238259024,0.007285506726653207,0.08575824031258489,0.018669114425506894,0.0030008979471634056,0.01748025238259024,lloyds_metals,2026-07-15
digest,2026-07-16,lloyds_metals,mining,0,38,0.0,0.0,1877.9000244140625,1843.5,-0.018318347072174945,0.01187959013510298,0.04724707110709936,0.09308379473064154,0.39969313087079017,0.2773888321896453,0.2,-0.2,0.0058874458874458805,-0.0058874458874458805,0.0,1.0,-0.005537163857267546,0.036047107656609206,0.07510161526777542,0.018318347072174945,0.04724707110709936,0.005537163857267546,lloyds_metals,2026-07-16
digest,2026-07-17,lloyds_metals,mining,0,45,0.0,0.0,1838.0,1865.4000244140625,0.014907521443994876,0.02278331695280733,0.040259448162882405,0.09735176005638757,0.4000680424508188,0.25404006506581883,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,0.012166900628202276,0.030862089345453203,0.07263571392514223,0.014907521443994876,0.040259448162882405,0.012166900628202276,lloyds_metals,2026-07-17
digest,2026-07-18,lloyds_metals,mining,0,9,0.0,0.0,1864.0,1907.9000244140625,0.023551515243595667,0.014937889635361135,0.05608260319240821,0.07479431386139446,0.448192424498163,0.24853453040171208,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,0.01813026116087116,0.0439705292349159,0.05730433826506631,0.023551515243595667,0.05608260319240821,0.01813026116087116,lloyds_metals,2026-07-18
digest,2026-07-19,lloyds_metals,mining,0,2,0.0,0.0,1864.0,1907.9000244140625,0.023551515243595667,0.014937889635361135,0.05608260319240821,0.07479431386139446,0.448192424498163,0.24853453040171208,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,0.01813026116087116,0.0439705292349159,0.05730433826506631,0.023551515243595667,0.05608260319240821,0.01813026116087116,lloyds_metals,2026-07-19
digest,2026-07-20,lloyds_metals,mining,0,12,0.0,0.0,1864.0,1907.9000244140625,0.023551515243595667,0.014937889635361135,0.05608260319240821,0.07479431386139446,0.448192424498163,0.24853453040171208,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,0.01813026116087116,0.0439705292349159,0.05730433826506631,0.023551515243595667,0.05608260319240821,0.01813026116087116,lloyds_metals,2026-07-20
digest,2026-07-21,lloyds_metals,mining,0,16,0.0,0.0,1916.4000244140625,1936.4000244140625,0.010436234473601091,-0.03341255547740718,0.02205120359094992,0.060214818279203275,0.48965783790301826,0.24569517560395626,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,0.003879189742887479,0.03859804146263146,0.052320691694168614,0.010436234473601091,0.02205120359094992,0.003879189742887479,lloyds_metals,2026-07-21
digest,2026-07-22,lloyds_metals,mining,0,27,0.0,0.0,1942.0,1871.699951171875,-0.036199819169992264,0.031468732142235334,0.09595560311031792,0.11508262654466206,0.38714396385505484,0.3032615591351691,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,-0.016983992148644544,0.07810946544851202,0.06369611842431808,0.036199819169992264,0.09595560311031792,0.016983992148644544,lloyds_metals,2026-07-22
digest,2026-07-23,lloyds_metals,mining,0,30,0.0,0.0,1870.0,1930.5999755859375,0.03240640405665096,0.00512795221136253,0.04376877709964444,0.06650783488956225,0.43889736447545996,0.32495720231103226,0.1,-0.1,0.00303030303030303,-0.00303030303030303,0.0,1.0,0.028041628625359277,0.03729449562885978,0.0182877854269759,0.03240640405665096,0.04376877709964444,0.028041628625359277,lloyds_metals,2026-07-23
digest,2026-07-24,lloyds_metals,mining,0,11,0.0,0.0,1920.0,1940.5,0.010677083333333393,0.03834064643857893,0.05488276217469723,0.08281368264461486,0.4396678938275388,0.30370055792231576,0.0,0.0,0.0,0.0,0.0,1.0,0.005566333793091238,0.04011210206468299,0.03774993528931081,0.010677083333333393,0.05488276217469723,0.005566333793091238,lloyds_metals,2026-07-24
digest,2026-07-25,lloyds_metals,mining,0,21,0.0,0.0,1959.4000244140625,2014.9000244140625,0.02832499709526992,-0.01776765516618406,0.01771803702894359,0.018809878383461598,0.36735810594744894,0.33967974291722275,0.0,0.0,0.0,0.0,0.0,1.0,0.025662802549098723,0.012619772376130656,-0.004835267507211777,0.02832499709526992,0.01771803702894359,0.025662802549098723,lloyds_metals,2026-07-25
digest,2026-07-26,lloyds_metals,mining,1,12,0.0833333333333333,0.5,1959.4000244140625,2014.9000244140625,0.02832499709526992,-0.01776765516618406,0.01771803702894359,0.018809878383461598,0.36735810594744894,0.33967974291722275,0.0,1.0,0.0,0.0833333333333333,0.0,0.0,0.025662802549098723,0.012619772376130656,-0.004835267507211777,0.02832499709526992,0.01771803702894359,0.025662802549098723,lloyds_metals,2026-07-26
digest,2026-07-27,lloyds_metals,mining,0,40,0.0,0.0,1959.4000244140625,2014.9000244140625,0.02832499709526992,-0.01776765516618406,0.01771803702894359,0.018809878383461598,0.36735810594744894,0.33967974291722275,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,0.025662802549098723,0.012619772376130656,-0.004835267507211777,0.02832499709526992,0.01771803702894359,0.025662802549098723,lloyds_metals,2026-07-27
digest,2026-07-28,lloyds_metals,mining,0,13,0.0,0.0,2022.300048828125,1979.0999755859375,-0.021361851455831693,0.03648126629924886,0.03734021794032083,0.0035874769711092824,0.318947939972374,0.3645498858942503,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,-0.004522970353899869,0.012485229282023058,-0.03514233777039,0.021361851455831693,0.03734021794032083,0.004522970353899869,lloyds_metals,2026-07-28
digest,2026-07-29,lloyds_metals,mining,0,28,0.0,0.0,1998.9000244140625,2051.300048828125,0.026214429823433694,-0.017647380870910667,0.017452370680036244,-0.07687811119210919,0.22161452535575452,0.3861160623653704,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,0.010733776004223095,-0.016124710996461622,-0.09057167177314326,0.026214429823433694,0.017452370680036244,0.010733776004223095,lloyds_metals,2026-07-29
digest,2026-07-30,lloyds_metals,mining,0,29,0.0,0.0,2048.0,2015.0999755859375,-0.016064465045928955,0.015830492184283118,0.02178553170856823,-0.057912735142553795,0.1970381822072314,0.39578159322839335,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,-0.011655702564487336,-0.020402591123633768,-0.07281036865084273,0.016064465045928955,0.02178553170856823,0.011655702564487336,lloyds_metals,2026-07-30
digest,2026-07-31,lloyds_metals,mining,0,16,0.0,0.0,2025.0,2047.0,0.010864197530864095,0.0017587189331949027,0.026477748496275044,-0.0627259523273388,0.21598709142546288,0.39702021258346265,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,0.005499446492068377,-0.0030830910544344947,-0.059952247066486525,0.010864197530864095,0.026477748496275044,0.005499446492068377,lloyds_metals,2026-07-31
digest,2026-08-01,lloyds_metals,mining,0,19,0.0,0.0,2050.89990234375,2050.60009765625,-0.00014618201851657187,0.0011703414754018482,0.0010728328621409933,-0.05296015433744261,0.2978894255841882,0.39148353741674013,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,0.005092068845080122,-0.01695849236029387,-0.07944243350199459,0.00014618201851657187,0.0010728328621409933,0.005092068845080122,lloyds_metals,2026-08-01
digest,2026-08-02,lloyds_metals,mining,0,4,0.0,0.0,2050.89990234375,2050.60009765625,-0.00014618201851657187,0.0011703414754018482,0.0010728328621409933,-0.05296015433744261,0.2978894255841882,0.39148353741674013,0.1,-0.1,0.00833333333333333,-0.00833333333333333,0.0,1.0,0.005092068845080122,-0.01695849236029387,-0.07944243350199459,0.00014618201851657187,0.0010728328621409933,0.005092068845080122,lloyds_metals,2026-08-02
